tweet,sentimen,clean_tweet
Gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan MUNAFIK Jd Pres bisa KKN Monopoli Markup u lunasin utng Petusahaan Wo rugi 14T uno saratoga rugi 6T Urus Perusahaan sj rugi ntar urus Neg Punah #02menangRadikalOrbaAsengBerkuasa #WoWinPANCASiLAvsKilafahWAR #WoWinIndPunah pic.twitter.com/S0mpVULJDE,negatif,gaji kecil gadiambil tunjang milyaranbln ambil kan munafik jadi pres kkn monopoli markup u lunasin utng petusahaan wo rugi t uno saratoga rugi t urus usaha sj rugi ntar urus neg punah menangradikalorbaasengberkuasa wowinpancasilavskilafahwar wowinindpunah pictwittercomsmpvuljde
"Lalu berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",positif,lalu bagai capai hasil capai khusus tumbuh ekonomi era perintah jokowi jk sangat jauh tingkat pilihorangbaik pilihygjelasislamnya pilihygbajuputih
KPU di bawah pemerintah rezim yg berkuasa skarang.  Kenapa yg salah prabowo??? Memangnya yg gaji KPU presiden prabowo ya???   #2019GantiPresiden  https://www.facebook.com/1742490484/posts/10205609169225534/Â â€¦,negatif,kpu bawah perintah rezim kuasa skarang salah prabowo memang gaji kpu presiden prabowo gantipresiden
"Yang sudah pasti itu, pertumbuhan ekonomi Indonesia hanya rata-rata 5% selama dipimpin oleh @jokowi #YourTurnBro @prabowo @sandiuno https://twitter.com/OfficialiNewsTV/status/1117185694990880768Â â€¦",netral,tumbuh ekonomi indonesia ratarata lama pimpin jokowi yourturnbro prabowo sandiuno
"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦",netral,ibarat selfy motret diri sendiri analis politik soal ekonomi jokowi kritik bijak sendiri
Subahanallah bgitu cintanya negeri ini sampai sampai dia gk akan trima gaji dan gajihnya mo diberikan kaum duafa dan fakir miskin allahu akbar allahu akbar allahu akbar,positif,subahanallah bgitu cinta negeri tidak_trima gaji gajih mo beri kaum duafa fakir miskin allahu akbar allahu akbar allahu akbar
Maksimal Itu dari Rakyat yg membayar pajak harga rendah Coba pikir 2 kali,netral,maksimal rakyat bayar pajak harga rendah coba pikir kali
"Jokowi lebih cepat merespon perubahan & tuntutan jaman, merangkul semua kalangan & hasil kerjanya nyata. Sentuhan jokowi mengangkat harga diri bangsa dimata dunia. Memilih jokowi, melawan khilafah & preman brjubah yg menjual agama u/ takut2i rakyat",positif,jokowi lebih cepat merespon ubah tuntut jaman rangkul semua kalang hasil kerja nyata sentuh jokowi angkat harga diri bangsa mata dunia pilih jokowi lawan khilafah preman brjubah jual agama u takut rakyat
"Pernyataan penutup Debat ke-V  @jokowi -@KHMarufAmin_  kami yakin kemajuan ekonomi, kesejahteraan rakyat melalui upaya nyata dalam pembangun di bidang infrastrukur, dan pembangunan SDM, revormasi subtantif lebih dirasakan dalam tahun 2014,",netral,nyata tutup debat kev jokowi khmarufamin yakin maju ekonomi sejahtera rakyat lalu upaya nyata bangun bidang infrastrukur bangun sdm revormasi subtantif lebih rasa tahun
Debat terakhir ya allah pamungkas bangett ya...prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu...masya allah mulia banget pak prabowo dan bang sandi...,positif,debat akhir allah pamungkas bangett yaprabowo sandi bilang klo pilih jadi presiden wakil presiden sumbang seluruh gaji tuk rakyat tidak_mampumasya allah mulia banget pak prabowo bang sandi
"Yang tanya yang bloon , pertanyaan jebakan. Ekonomi digital kok mobile legend  Alhamdullilah prabowo nggak terjebak.  https://twitter.com/Stevaniehuangg/status/1117271858141786112Â â€¦",negatif,tanya bloon tanya jebak ekonomi digital kok mobile legend alhamdullilah prabowo tidak_jebak
"Prabowo-Sandiaga Janji Tak Ambil Gaji, karena sudah Mampu Secara Ekonomi  https://batamtoday.com/home/read/128233/Prabowo-Sandiaga-Janji-Tak-Ambil-Gaji-karena-sudah-Mampu-Secara-EkonomiÂ â€¦",netral,prabowosandiaga janji tidak_ambil gaji mampu ekonomi
Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY  http://bit.ly/2X9aSxxÂ ,netral,demokrat minta prabowo harga kontribusi presiden sby
"Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ #PrabowoSalahkanSBY",negatif,bowo debat kata orientasi ekonomi indonesia tidak_ada jalur benar meski kata diri tidak_salah jokowi pimpin jokowi prabowosalahkansby
"Pak prabowo sama pak sandiaga jangan cuma gaji aja. Tunjangan jabatan juga dong. Dimana2 kalo pemerintahan sama sipil, tunjangan jabatann jauh lebih gede :))",negatif,pak prabowo sama pak sandiaga jangan_cuma gaji tunjang jabat dong kalo perintah sama sipil tunjang jabatann jauh lebih gede
Pemimpin terbaik kok ekonominya gak sesuai goal!  Jangan berlebihan,negatif,pimpin baik kok ekonomi gak_sesuai goal jangan_lebih
"Prabowo janji kalau jadi Presiden gak akan ambil gaji.  Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga.",netral,prabowo janji kalau jadi presiden gak_ambil gaji contoh akhlak karyawannya pt kiani bertahuntahun gak_ambil gaji
Catat: Prabowo Sandi tidak akan ambil Gajinya selama menjabat sebagai presiden dan wakil presiden. #PrabowoSandiOKBanget,netral,catat prabowo sandi tidak_ambil gaji lama jabat presiden wakil presiden prabowosandiokbanget
"Dg Bangga, Membangkitkan Kembali Usaha Ekonomi Kerakyatan, #GerakanBisaKerja #GerakanHargaMurah  Dialog WiraUsaha Bersama : Bang @IndraUno & Mak @swullll (Ketum Penggerak PEPES OKOCE) Di Kampung Islam Kepaon Titik ke 5  @PEPESOfficial @prabowo @sandiuno @nurasiauno #PEPESbali pic.twitter.com/yKszFjNPps",positif,bangga bangkit usaha ekonomi rakyat gerakanbisakerja gerakanhargamurah dialog wirausaha sama bang indrauno mak swullll tum gerak pepes okoce kampung islam kepaon titik pepesofficial prabowo sandiuno nurasiauno pepesbali pictwittercomykszfjnpps
Liat video ini netes juga air mata. Kita doakan semoga @prabowo @sandiuno MENANG agar nasib ekonomi para ojol bisa lebih baik lagi aaminnnn ðŸ™,positif,liat video netes air mata doa moga prabowo sandiuno menang nasib ekonomi ojol lebih baik aaminnnn
lah jokowi gaji plus tunjangan malah dibeliin sembako bwt kaum dhuafa,netral,lah jokowi gaji plus tunjang malah dibeliin sembako bwt kaum dhuafa
"#PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih ada Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",positif,pilihorangbaik pilihygjelasislamnya pilihygbajuputih beberapa harga anugerah kepada jadi bukti jokowi sosok pimpin aku integritas
"Prabowo Sandi tidak akan mengambil gajinya dan akan di sumbangkan ke yatim duafa , niat mereka memang untuk kesejahteraan rakyat, semoga Allah mudahkan langkah mereka untuk menjadi Presiden dan wakil presiden RI yang di berkahi Allah, Aamiin",positif,prabowo sandi tidak_ambil gaji sumbang yatim duafa niat memang sejahtera rakyat moga allah mudah langkah jadi presiden wakil presiden ri berkah allah aamiin
"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",netral,pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pimpin jelas banyak capai nah capai ekonomi lama perintah jokowi
"Jadi alangkah lebih baiknya pak @prabowo dan pak @sandiuno tidak hanya memberi seluruh gaji jika jadi presiden dan wakil presiden, tapi juga bisa memberikan seluruh tunjangan jabatannya juga karena endingnya pemberiannya akan jauh lebih besar, pahala lebih besar. Sekian :))",positif,jadi alangkah lebih baik pak prabowo pak sandiuno tidak_beri seluruh gaji jadi presiden wakil presiden beri seluruh tunjang jabat endingnya beri jauh lebih besar pahala lebih besar sekian
"Pembagian kesempatan berbicara pak Jokowi & Ma'aruf Amin ini pas. Boleh dibilang, apa yg disampaikan mereka itu adalah hal sdh dikuasai betul. Soal ekonomi mikro dan makro, birokrasi, pemerintahan, budaya, perempuan, perbankan syarih, eko syariah, dll. Tdk asbun. #JokowiAmin",positif,bagi sempat bicara pak jokowi maaruf amin pas bilang apa sampai asai betul soal ekonomi mikro makro birokrasi perintah budaya perempuan perban syarih eko syariah tidak_asbun jokowiamin
"Setuju, karena juga sudah diakui Pak @prabowo kalau Rel ekonomi kita sudah benar dibawah pemerintahan pak @jokowi .  pic.twitter.com/gFNyubXTch",positif,tuju aku pak prabowo kalau rel ekonomi benar bawah perintah pak jokowi pictwittercomgfnyubxtch
Itu bedanya pemimpin dan bukan pemimpin. Pemimpin memecahkan masalah secara makro untuk seluruh rakyat. Pemimpin KW memecahkan masalah berdasarkan keluhan perorangan. Hasilnya seperti TGUPP  DKI yang digaji untuk menyenangkan mereka bukan memecahkan masalah DKI: banjir dan macet.,positif,beda pimpin bukan_pimpin pimpin pecah masalah makro seluruh rakyat pimpin kw pecah masalah dasar keluh orang hasil tgupp dki gaji senang bukan_pecah masalah dki banjir macet
"Om Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ #PrabowoSalahkanSBY",netral,om bowo debat kata orientasi ekonomi indonesia tidak_ada jalur benar meski kata diri tidak_salah jokowi pimpin jokowi prabowosalahkansby
"Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mengatakan hal tersebut merupakan kesalahan semua pihak. Secara khusus Prabowo menyebut itu sebagai kesalahan presiden-presiden sebelum Jokowi.  https://bit.ly/2Z9zEiVÂ  #prabowoSalahkanSBY",netral,kena soal ekonomi deindustrialisasi prabowo kata sebut rupa salah semua pihak khusus prabowo sebut salah presidenpresiden jokowi prabowosalahkansby
"pak @jokowi , anda fokus pada pembangunan ekonomi makro, tapi ekonomi mikro hancur?pak, mikro yg menopang makro, bukan dibalik ðŸ˜œðŸ˜œðŸ˜œðŸ˜œðŸ˜œðŸ˜œ",negatif,pak jokowi fokus bangun ekonomi makro ekonomi mikro hancurpak mikro topang makro bukan_balik
"Pak, liat ini pak.  @jokowi @prabowo @Chilli_Pari @sandiuno @kaesangp @LuhutBinsar  https://youtu.be/qlB7vg4I-ToÂ    Tolong digajih team yg bikin film dokumenter sekeren iniðŸ˜­  Bikin nangis dan ngerasa bersalah banget sering lupa cabut casan dan matiin lampu :((",netral,pak liat pak jokowi prabowo chillipari sandiuno kaesangp luhutbinsar gajih team bikin film dokumenter keren ini bikin nang ngerasa salah banget sering lupa cabut cas matiin lampu
"Aku memang setuju macro ekonominya jokowi jago bgt. Meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya. Tapi, jokowi memang memahami dg baik  https://twitter.com/snpftk/status/1117079444647059456Â â€¦",positif,memang tuju macro ekonomi jokowi jago banget meski mungkin memang rancang tulis sama ahli ahli rancang bangun indonesia jokowi memang paham baik
"Dengan memilih 02 kita sudah bersodakoh,  karna prabowo sandi menyumbangkan gaji mereka untuk negara,fakir miskin, yatim piatu, masjid. Jadikan prabowo sandi presiden dan wakil presiden RI  #SAVE_UAS",positif,pilih bersodakoh karna prabowo sandi sumbang gaji negarafakir miskin yatim piatu masjid jadi prabowo sandi presiden wakil presiden ri saveuas
"Heuu.. pdhl di bahasan sblmnya Jokowi sdh menjelaskan kebijakannya ttg infrastuktur desa (apa dong kalo bkn buat ngangkat sektor pertanian?), dana desa, etc2. Giliran bahas ekonomi kreatif, knapa larinya ke pwrtanian lagi? Kapan majunyaa bambaang?? #JokowiMenangTotalDebat",negatif,heuu pdhl bahas sblmnya jokowi jelas bijak ttg infrastuktur desa apa dong kalo bukan_buat ngangkat sektor tani dana desa etc gilir bahas ekonomi kreatif knapa lari pwrtanian kapan majunyaa bambaang jokowimenangtotaldebat
"Subhanallah ,,,masya Allah ,, hebat salutttt.di debat akhir ,penutup 02 Prabowo Sandi  kerennnn habissss,,,gaji tdk diambil ,,seluruh elemen sektor ekonomi dan sektor  tenaga kerja dan seluruh pelaku ulama ,relawan dll diberikan anugrah ..menag telak 10 -0 #DebatPilpres2019",positif,subhanallah masya allah hebat saluttttdi debat akhir tutup prabowo sandi kerennnn habissssgaji tidak_ambil seluruh elemen sektor ekonomi sektor tenaga kerja seluruh laku ulama rawan beri anugrah menag telak debatpilpres
menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY,netral,tuding sby balik semua salah ekonomi indonesia jokowi teguh prabowosalahkansby
Sah gundulmu itu jokowi dalam rangka memperkuat hubungan ekonomi dengan arab. Kalo ada kecurangan ya lapor dong ke bawaslu. Anggota bawaslu dipilih dan di seleksi di dpr yang di dpr sendiri terdiri dari berbagai partai termasuk partai pengusung oposisi.,negatif,sah gundul jokowi rangka kuat hubung ekonomi arab kalo curang lapor dong bawaslu anggota bawaslu pilih seleksi dpr dpr sendiri diri bagai partai masuk partai usung oposisi
"Pak Jokowi tetap menghargai Presiden2 sebelumnya, berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia, dan mengajak semua untuk kerja, kerja, kerja  https://twitter.com/yusuf_dumdum/status/1117070173729509382Â â€¦",netral,pak jokowi tetap harga presiden belum_berkat muncul presiden tidak_banyak bicara terus bekerjasama ahli kabinet maupun ahli siap sumbang ide maju indonesia ajak semua kerja kerja kerja
Orang2 yg benar faham ekonomi yg akan membantu Pak @prabowo  https://youtu.be/C1kniFZ9VpEÂ ,netral,orang benar faham ekonomi bantu pak prabowo
"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",positif,jokowi jelas unggul bidang ekonomi kalo hukum payah kata bapak
"Seperti Trump, Prabowo-Sandi Janji tak Ambil Gaji  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.cnbcindonesia.com/news/20190414082213-4-66604/seperti-trump-prabowo-sandi-janji-tak-ambil-gajiÂ â€¦",netral,trump prabowosandi janji tidak_ambil gaji yourturnbro prabowo sandiuno
"Esport lg buming sdh jd hobi dan dipertandingkan dibanyak negara bahkan Asian games dan Asean games dan itu pertanyaan yg millenial banget.  Lu bicara pemerataan kesejahteraan, calon 02 bagian dr 1 elite yg gaji karyawannya terkatung2  Jokowi sdh mempraktekkan pertanyaan 02",positif,esport buming jadi hobi tanding banyak negara bahkan asi games asean games tanya millenial banget kamu bicara perata sejahtera calon bagi elite gaji karyawannya katung jokowi praktek tanya
"Tetanggakuh : Janji Prabowo kalau jadi presiden akan menurunkan harga pangan. Aku petani, nanti klo harga2 hasil panen murah aku rugi. Jelaslah..mending milih jokowi.   Aku: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ (tetanggaku aja yg gk lulus smp mikirnya lumayan)",negatif,tetanggakuh janji prabowo kalau jadi presiden turun harga pangan tani klo harga hasil panen murah rugi jelaslahmending milih jokowi tetangga tidak_lulus smp mikirnya lumayan
"Saat ini masa depan atlet Indonesia yang berprestasi sudah dipikirkan oleh Pemerintah dengan adanya penghargaan dan Jaminan Hari Tua bagi atlet berprestasi. Jokowi hebat, Indonesia maju!",positif,masa depan atlet indonesia prestasi pikir perintah ada harga jamin hari tua atlet prestasi jokowi hebat indonesia maju
"Dengan mencoblos prabowo sandi, artinya anda dapat pahala selama 5 tahun. Karena gaji prabowo sandi akan disumbangkan ke yatim dan org miskin. Sekali tusuk pahala mengalir 5 tahun. #UASdifitnahKejiDanBrutal #TusukPrabowoSandi",positif,coblos prabowo sandi arti pahala lama tahun gaji prabowo sandi sumbang yatim orang miskin sekali tusuk pahala alir tahun uasdifitnahkejidanbrutal tusukprabowosandi
"Mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin,harga udah tertera di nomor registrasi pangkalanya @18rb /tbg jadi agen itu gk bÃ¬sa mainkn harga lagi apalagi jÃ¼al ke penjual lg krn kuota trbatasðŸ˜‚,",netral,mas samping toko pangkal gas punya agen satu kmpung kuota batasinharga udah tera nomor registrasi pangkalanya rb tbg jadi agen tidak_b sa mainkn harga j al jual kuota trbatas
@prabowo pulau sumatra juga inginkan peruban. Selama hampir 5 tahun ini harga karet turun drastis harga sawit tinggal 500rp yg sebelum nya pemerintahan sekarang mencapai 1500rp.,netral,prabowo pulau sumatra ingin uban lama hampir tahun harga karet turun drastis harga sawit tinggal rp nya perintah sekarang capai rp
Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«,negatif,buat ekonomi maju bangun industri game bukan_bangun esport ampun dah pak jokowi buka lapang kerja banyak jdi atlet bulutangkis bikin pabrik alat olahraga
"gagasan jokowi smlm didebat, soal ekonomi digital. krn tak mampu bikin ekonomi real, jd bikin game aja.. mobil legenda..! return of esemka.. ðŸ˜…",negatif,gagas jokowi smlm debat soal ekonomi digital tidak_mampu bikin ekonomi real jadi bikin game mobil legenda return of esemka
"kalau harga pangan akan diturunkan harganya oleh 02,petani,nelayan,peternak akan bangkrut,krn biaya produksi lbh tinggi drpd harga jual.Ayo petani,peternak,nelayan dll,pilih 01 Jokowi Amin, harga2 stabil dan terjangkau,real price..!",positif,kalau harga pangan turun harga petaninelayanpeternak bangkrutkrn biaya produksi lbh tinggi drpd harga jualayo petanipeternaknelayan dllpilih jokowi amin harga stabil terjangkaureal price
"Pendidikan itu penting. Diwilayah timur sangat kekurangan infrastruktur, listrik dan pendidikan. Dan untungnya saat ini pemerintah sangat peka terhadap kebutuhan di daerah,bahkan BBM bs 1 harga, Semoga Pak @jokowi lanjut 2 periode. #02TunggangiIslam #PrabowoSakit #TusukPutihSaja pic.twitter.com/ZsWYksZpbU",netral,didik penting wilayah timur sangat kurang_infrastruktur listrik didik untung perintah sangat peka butuh daerahbahkan bbm harga moga pak jokowi lanjut periode tunggangiislam prabowosakit tusukputihsaja pictwittercomzswykszpbu
